ObsTime,WB,cold water temp-A,cold water temp-B,cold water avg.,hot water temp-A,hot water temp-B,total water flow -A,total water flow-B,hot water temp,TOTAL WATER FLOW,Quanity of Motor start,Motor current avg.,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,Label-T
2018/11/1 00:00,16.52,28.232,28.742,28.487,35.906,38.429,35684.316,33428.384,37.12632293,69112.7,17,41.96129412,43.274,42.684,42.121,43.13,38.309,42.735,42.891,0.02,41.483,40.574,42.043,42.968,41.174,0,40.971,0.069,41.137,43.498,42.972,41.289,B
2018/11/1 00:30,17.71,28.28,28.83,28.555,35.92,38.497,35843.522,33587.32,37.16662932,69430.842,17,41.90911765,43.283,42.656,41.898,42.963,38.237,42.797,42.847,0.021,41.325,40.58,42.064,42.97,41.105,0,40.893,0.069,41.088,43.473,42.941,41.245,B
2018/11/1 01:00,19.67,28.383,28.917,28.65,36.008,38.612,35723.019,33745.743,37.27294142,69468.762,17,41.88723529,43.353,42.49,41.995,42.953,38.276,42.692,42.827,0.023,41.454,40.466,41.975,42.911,41.103,0,40.882,0.069,41.08,43.437,42.93,41.167,B
2018/11/1 01:30,20.14,28.385,28.885,28.635,36.137,38.628,35854.726,33375.774,37.3379021,69230.5,17,41.86635294,43.288,42.469,41.962,42.892,38.28,42.675,42.863,0.021,41.342,40.471,41.934,42.902,41.104,0,40.828,0.069,41.051,43.485,42.931,41.161,B
2018/11/1 02:00,20.06,28.406,28.924,28.665,35.972,38.592,35834.03,33647.508,37.24077547,69481.538,17,41.87988235,43.33,42.463,42.007,43.063,38.231,42.627,42.774,0.022,41.463,40.5,42.098,42.933,41.036,0,40.82,0.069,41.046,43.436,42.898,41.142,B
2018/11/1 02:30,19.83,28.343,28.9,28.6215,35.806,38.598,35750.81,33761.187,37.16204267,69511.997,17,41.86429412,43.298,42.539,41.992,42.894,38.191,42.677,42.769,0.022,41.444,40.507,41.958,42.939,41.071,0,40.792,0.069,41.041,43.428,42.93,41.132,B
2018/11/1 03:00,19.8,28.37,28.965,28.6675,35.808,38.635,35748.014,33684.779,37.17949704,69432.793,17,41.82358824,43.377,42.468,41.923,42.975,38.145,42.599,42.689,0.023,41.325,40.455,41.966,42.84,40.986,0,40.788,0.069,41.031,43.403,42.839,41.1,B
2018/11/1 03:30,20.08,28.544,29.138,28.841,35.964,38.702,35606.292,33576.214,37.29282833,69182.506,17,41.79288235,43.263,42.443,41.962,42.89,38.101,42.581,42.72,0.025,41.067,40.332,41.926,42.918,41.04,0,40.729,0.069,41.041,43.402,42.862,41.108,B
2018/11/1 04:00,19.71,28.56,29.007,28.7835,36.063,38.733,35817.133,33575.814,37.35488091,69392.947,17,41.79564706,43.154,42.42,41.941,43.047,38.085,42.63,42.664,0.023,40.801,40.363,42.003,42.881,41.019,0,40.78,0.069,41.134,43.392,42.924,41.196,B
2018/11/1 04:30,18.3,28.354,28.725,28.5395,35.923,38.466,35817.258,33467.574,37.15137912,69284.832,17,41.81629412,43.178,42.373,41.921,43.06,38.085,42.596,42.693,0.021,41.015,40.439,42.05,42.961,41.083,0,40.793,0.069,41.091,43.4,42.901,41.148,B
2018/11/1 05:00,17.77,28.185,28.588,28.3865,35.7,38.276,35388.618,33544.006,36.95353359,68932.624,17,41.84047059,43.165,42.387,41.924,43.051,38.12,42.619,42.702,0.022,41.357,40.496,41.986,42.989,41.11,0,40.753,0.069,41.09,43.434,42.898,41.116,B
2018/11/1 05:30,19.27,28.218,28.723,28.4705,35.628,38.282,35620.298,33516.898,36.91462793,69137.196,17,41.911,43.267,42.551,41.972,43.012,38.217,42.712,42.794,0.02,41.509,40.517,42.06,43.001,41.104,0,40.871,0.069,41.159,43.479,42.959,41.214,B
2018/11/1 06:00,20.08,28.422,29.025,28.7235,35.8,38.615,35781.07,33882.23,37.16913522,69663.3,17,41.89429412,43.2,42.641,41.957,42.956,38.175,42.719,42.816,0.022,41.37,40.554,42.029,43.021,41.15,0,40.787,0.068,41.108,43.463,42.978,41.189,B
2018/11/1 06:30,20.2,28.538,29.132,28.835,35.952,38.787,35752.151,33667.086,37.3269242,69419.237,17,41.92123529,43.453,42.699,41.964,43.025,38.219,42.718,42.831,0.022,41.467,40.518,41.989,42.964,41.1,0,40.868,0.069,41.122,43.467,42.987,41.179,B
2018/11/1 07:00,20.27,28.555,29.132,28.8435,35.98,38.745,35526.559,33552.28,37.32298803,69078.839,17,41.95276471,43.35,42.674,42.065,43.062,38.197,42.768,42.859,0.022,41.553,40.591,42.057,42.968,41.143,0,40.895,0.069,41.158,43.497,43.083,41.186,B
2018/11/1 07:30,20.07,28.546,29.09,28.818,36.007,38.737,35967.301,33416.203,37.32181158,69383.504,17,41.98011765,43.482,42.662,42.023,43.118,38.23,42.783,42.858,0.025,41.609,40.61,42.044,42.999,41.171,0,40.935,0.068,41.179,43.546,43.047,41.273,B
2018/11/1 08:00,19.02,28.568,29.083,28.8255,36.04,38.746,35688.478,33500.472,37.35021322,69188.95,17,42.01941176,43.285,42.686,42.102,43.087,38.304,42.869,42.992,0.021,41.475,40.704,42.148,43.113,41.247,0,41.009,0.069,41.22,43.539,43.134,41.326,B
2018/11/1 08:30,17.51,28.541,29.054,28.7975,36.012,38.702,35666.11,33620.948,37.31729933,69287.058,17,42.10364706,43.512,42.841,42.204,43.175,38.368,42.969,43.084,0.02,41.543,40.778,42.11,43.171,41.254,0,41.113,0.069,41.323,43.631,43.198,41.399,B
2018/11/1 09:00,16.62,28.542,29.037,28.7895,36.011,38.716,35671.275,33478.022,37.32060188,69149.297,17,42.11205882,43.712,42.892,42.254,43.275,38.368,42.882,43.013,0.021,41.358,40.679,42.187,43.185,41.332,0,41.16,0.069,41.287,43.678,43.187,41.366,B
2018/11/1 09:30,16.17,28.484,28.965,28.7245,35.963,38.654,35844.674,33540.007,37.26380815,69384.681,17,42.09429412,43.402,42.802,42.045,43.116,38.383,42.927,43.054,0.022,41.512,40.81,42.223,43.217,41.317,0,41.108,0.069,41.363,43.669,43.166,41.398,B
2018/11/1 10:00,16.17,28.419,28.905,28.662,35.902,38.582,35835.684,33474.799,37.19635631,69310.483,17,42.14141176,43.601,42.806,42.34,43.17,38.38,42.995,43.055,0.021,41.619,40.8,42.193,43.19,41.343,0,41.117,0.069,41.376,43.681,43.224,41.424,B
2018/11/1 10:30,15.75,28.362,28.846,28.604,35.845,38.519,35574.202,33501.33,37.14187827,69075.532,17,42.09611765,43.371,42.68,42.184,43.181,38.355,42.932,43.067,0.02,41.487,40.739,42.204,43.19,41.31,0,41.159,0.069,41.283,43.716,43.251,41.436,B
2018/11/1 11:00,15.45,28.326,28.809,28.5675,35.796,38.471,35407.346,33714.14,37.10073648,69121.486,17,42.08623529,43.369,42.785,42.069,43.181,38.363,42.887,43.065,0.021,41.527,40.728,42.186,43.216,41.29,0,41.129,0.069,41.355,43.684,43.185,41.357,B
2018/11/1 11:30,15.4,28.355,28.872,28.6135,35.763,38.513,35936.905,33403.417,37.08776161,69340.322,17,42.04964706,43.428,42.713,42.099,43.054,38.293,42.841,43.038,0.022,41.323,40.72,42.18,43.211,41.252,0,41.139,0.069,41.229,43.664,43.209,41.36,B
2018/11/1 12:00,15.53,28.365,28.89,28.6275,35.788,38.557,35729.692,33774.611,37.13355551,69504.303,17,42.04535294,43.376,42.876,42.016,43.118,38.32,42.861,43.048,0.022,41.463,40.718,42.104,43.158,41.232,0,41.097,0.069,41.244,43.609,43.167,41.273,B
2018/11/1 12:30,15.77,28.406,28.948,28.677,35.822,38.591,35742.783,33929.072,37.17045843,69671.855,17,41.96505882,43.338,42.828,42.085,42.868,38.262,42.721,42.917,0.021,41.334,40.648,42.039,43.086,41.134,0,41.036,0.069,41.193,43.51,43.071,41.246,B
2018/11/1 13:00,15.92,28.453,29.015,28.734,35.855,38.628,35662.935,33671.019,37.20166682,69333.954,17,42.01864706,43.438,42.677,42.162,43.091,38.283,42.836,42.924,0.024,41.417,40.67,42.11,43.046,41.214,0,41.122,0.069,41.219,43.559,43.125,41.331,B
2018/11/1 13:30,16.16,28.49,29.058,28.774,35.902,38.688,35658.695,33549.989,37.25255695,69208.684,17,41.98747059,43.392,42.8,41.986,42.981,38.259,42.842,42.87,0.021,41.423,40.624,42.046,43.057,41.218,0,40.979,0.069,41.215,43.601,43.088,41.316,B
2018/11/1 14:00,16.21,28.55,29.151,28.8505,35.976,38.757,35623.878,33602.359,37.32589513,69226.237,17,42.01717647,43.448,42.673,42.025,43.031,38.25,42.816,42.949,0.022,41.43,40.652,42.082,43.072,41.201,0,40.984,0.272,41.186,43.759,43.121,41.319,B
2018/11/1 14:30,16.09,28.568,29.172,28.87,36.14,38.82,35709.775,33707.307,37.44134515,69417.082,17,42.19129412,43.441,42.721,42.125,43.02,38.287,42.785,42.888,0.021,41.305,40.789,42.194,43.095,41.127,0,41.025,3.194,41.216,43.53,43.169,41.32,B
2018/11/1 15:00,15.86,28.565,29.14,28.8525,36.34,38.851,35894.18,33533.352,37.55280772,69427.532,17,41.98276471,43.291,42.755,42.102,42.833,38.269,42.749,42.939,0.02,41.396,40.654,42.126,43.096,41.218,0,41.057,0.069,41.21,43.577,43.051,41.295,B
2018/11/1 15:30,15.57,28.568,29.132,28.85,36.482,38.892,35641.487,33633.187,37.65206658,69274.674,17,41.98947059,43.311,42.764,42.029,43.037,38.213,42.781,42.863,0.02,41.46,40.639,42.318,43.069,41.178,0,40.945,0.069,41.201,43.58,43.01,41.334,B
2018/11/1 16:00,15.07,28.469,29.028,28.7485,36.298,38.594,35897.429,33524.324,37.4067569,69421.753,17,42.04152941,43.472,42.76,42.082,43.052,38.25,42.825,42.931,0.02,41.366,40.681,42.248,43.15,41.245,0,41.145,0.069,41.243,43.664,43.115,41.388,B
2018/11/1 16:30,15.1,28.37,28.908,28.639,36.199,38.592,35787.925,33581.397,37.35744123,69369.322,17,42.02447059,43.318,42.794,42.081,42.892,38.304,42.811,42.939,0.023,41.407,40.629,42.184,43.142,41.264,0,41.051,0.069,41.282,43.637,43.162,41.427,B
2018/11/1 17:00,15.14,28.337,28.87,28.6035,36.144,38.506,35707.232,33558.17,37.28835772,69265.402,17,42.01270588,43.482,42.89,42.186,42.945,38.236,42.773,42.861,0.02,41.458,40.595,42.104,43.11,41.189,0,41.053,0.068,41.284,43.595,43.084,41.283,B
2018/11/1 17:30,15.34,28.326,28.831,28.5785,35.911,38.368,35757.42,33563.074,37.10061173,69320.494,17,42.08088235,43.473,42.847,42.244,43.062,38.335,42.851,43.015,0.021,41.387,40.646,42.371,43.145,41.216,0,41.189,0.069,41.316,43.676,43.148,41.364,B
2018/11/1 18:00,15.42,28.274,28.744,28.509,35.637,38.238,35883.385,33604.036,36.89484058,69487.421,17,42.09747059,43.341,42.719,42.27,43.185,38.37,42.883,43.053,0.025,41.414,40.743,42.338,43.157,41.283,0,41.093,0.069,41.361,43.736,43.178,41.439,B
2018/11/1 18:30,15.51,28.212,28.728,28.47,35.481,38.225,35589.28,33591.874,36.81338746,69181.154,17,42.03270588,43.47,42.659,42.092,43.089,38.29,42.848,42.957,0.021,41.308,40.662,42.278,43.154,41.272,0,41.066,0.069,41.332,43.623,43.079,41.287,B
2018/11/1 19:00,15.43,28.197,28.654,28.4255,35.419,38.217,35802.842,33548.319,36.77252019,69351.161,17,42.04658824,43.544,42.783,42.119,43.201,38.237,42.832,42.929,0.021,41.443,40.767,42.207,43.111,41.227,0,41.01,0.068,41.304,43.628,43.074,41.287,B
2018/11/1 19:30,15.43,28.202,28.683,28.4425,35.424,38.261,35458.848,33462.874,36.80142022,68921.722,17,42.00611765,43.487,42.675,42.006,42.996,38.308,42.821,42.918,0.025,41.471,40.618,42.172,43.094,41.232,0,41.016,0.069,41.228,43.585,43.071,41.312,B
2018/11/1 20:00,15.31,28.165,28.707,28.436,35.413,38.271,35857.145,33629.924,36.79619725,69487.069,17,42.08252941,43.62,42.83,42.259,42.989,38.36,42.903,43.021,0.021,41.486,40.743,42.16,43.12,41.289,0,41.093,0.069,41.287,43.659,43.117,41.377,B
2018/11/1 20:30,15.53,28.159,28.671,28.415,35.425,38.307,35847.46,33454.117,36.81623479,69301.577,17,42.07323529,43.505,42.792,42.153,43.154,38.373,42.927,43.011,0.021,41.538,40.696,42.139,43.189,41.316,0,40.995,0.069,41.301,43.618,43.081,41.367,B
2018/11/1 21:00,15.74,28.222,28.765,28.4935,35.503,38.344,35755.756,33529.442,36.87785563,69285.198,17,42.027,43.368,42.854,42.083,43.209,38.32,42.864,42.974,0.022,41.277,40.68,42.077,43.112,41.221,0,41.042,0.069,41.262,43.618,43.098,41.309,B
2018/11/1 21:30,16.32,28.309,28.904,28.6065,35.58,38.481,35629.608,33763.532,36.99149408,69393.14,17,41.96652941,43.448,42.636,42.086,42.936,38.228,42.76,42.898,0.021,41.375,40.578,42.044,43.107,41.304,0,40.956,0.068,41.212,43.528,42.994,41.252,B
2018/11/1 22:00,16.51,28.445,29.051,28.748,35.676,38.662,35760.249,33406.328,37.11818927,69166.577,17,41.921,43.44,42.695,42.095,43.01,38.227,42.689,42.859,0.022,41.318,40.585,42.006,42.969,41.186,0,40.864,0.069,41.05,43.482,42.938,41.153,B
2018/11/1 22:30,16.4,28.487,29.073,28.78,35.755,38.702,35592.03,33748.329,37.18932089,69340.359,17,41.91847059,43.558,42.62,41.964,42.98,38.17,42.692,42.898,0.021,41.37,40.616,41.999,42.985,41.114,0,40.885,0.069,41.097,43.47,42.941,41.165,B
2018/11/1 23:00,16.22,28.448,29.065,28.7565,35.736,38.624,35668.446,33428.586,37.13319107,69097.032,17,41.88617647,43.403,42.589,42.081,42.962,38.135,42.716,42.79,0.022,41.385,40.47,41.915,42.999,41.14,0,40.833,0.069,41.116,43.411,42.888,41.141,B
2018/11/1 23:30,16.38,28.409,28.943,28.676,35.732,38.544,35556.574,33592.486,37.09806442,69149.06,17,41.79194118,43.152,42.528,42.006,42.921,38.043,42.606,42.678,0.021,41.116,40.432,41.945,42.932,41.002,0,40.78,0.069,41.035,43.334,42.844,41.019,B
2018/11/2 00:00,16.19,28.357,28.9,28.6285,35.63,38.505,35818.007,33501.46,37.01946102,69319.467,17,41.78629412,43.222,42.497,42.044,42.873,38.138,42.552,42.73,0.02,40.994,40.456,41.933,42.898,40.964,0,40.74,0.069,41.041,43.324,42.847,41.025,B
2018/11/2 00:30,16.21,28.37,28.89,28.63,35.584,38.56,35589.931,33694.326,37.03128858,69284.257,17,41.81582353,43.29,42.568,41.976,42.972,38.032,42.596,42.74,0.022,41.391,40.416,41.842,42.893,41.012,0,40.749,0.069,40.996,43.329,42.88,41.096,B
2018/11/2 01:00,16.32,28.393,28.932,28.6625,35.606,38.52,35507.431,33613.794,37.0230842,69121.225,17,41.80205882,43.376,42.608,41.872,43.004,38.032,42.598,42.651,0.022,41.295,40.461,41.842,42.88,40.928,0,40.74,0.069,41.037,43.316,42.85,41.054,B
2018/11/2 01:30,16.87,28.511,29.082,28.7965,35.696,38.678,35692.29,33653.827,37.14317133,69346.117,17,41.73782353,43.115,42.403,41.727,42.937,38.184,42.547,42.631,0.025,41.137,40.489,41.87,42.85,40.957,0,40.703,0.069,40.927,43.228,42.773,40.971,B
2018/11/2 02:00,17.18,28.679,29.225,28.952,35.855,38.793,35982.954,33435.685,37.27009606,69418.639,17,41.66158824,43.232,42.426,41.741,42.694,38.106,42.472,42.498,0.02,41.04,40.325,41.755,42.74,40.913,0,40.619,0.069,40.827,43.219,42.685,40.866,B
2018/11/2 02:30,17.13,28.729,29.293,29.011,35.922,38.861,35824.056,33757.463,37.34785539,69581.519,17,41.70311765,43.058,42.255,41.744,42.878,38.115,42.476,42.671,0.02,41.104,40.317,41.835,42.821,40.928,0,40.741,0.069,40.951,43.249,42.735,40.986,B
2018/11/2 03:00,17.36,28.737,29.258,28.9975,36.062,38.852,35633.025,33589.036,37.41580844,69222.061,17,41.71394118,43.163,42.329,41.834,42.873,38.161,42.512,42.569,0.02,40.95,40.314,41.814,42.842,40.925,0,40.676,0.069,41.01,43.249,42.775,41.052,B
2018/11/2 03:30,17.18,28.766,29.284,29.025,36.063,38.866,35752.86,33353.597,37.41584222,69106.457,17,41.71458824,43.009,42.289,41.865,42.969,38.111,42.658,42.512,0.021,41.16,40.311,41.907,42.806,40.9,0,40.658,0.068,40.918,43.215,42.674,41.097,B
2018/11/2 04:00,17.15,28.729,29.265,28.997,36.014,38.836,35563.364,33432.637,37.38142565,68996.001,17,41.70547059,43.22,42.5,41.763,42.666,38.121,42.514,42.622,0.021,41.131,40.337,41.772,42.727,40.91,0,40.633,0.069,40.942,43.263,42.706,41.076,B
2018/11/2 04:30,17.52,28.8,29.351,29.0755,36.048,38.944,35597.115,33609.129,37.45440543,69206.244,17,41.67258824,43.094,42.411,41.845,42.668,37.981,42.462,42.493,0.021,41.128,40.306,41.796,42.796,40.929,0,40.633,0.069,40.844,43.279,42.718,40.961,B
2018/11/2 05:00,17.6,28.809,29.345,29.077,36.063,38.931,35532.703,33660.132,37.45819155,69192.835,17,41.68117647,43.154,42.485,41.662,42.823,38.026,42.465,42.532,0.02,41.052,40.354,41.839,42.814,40.862,0,40.634,0.069,40.855,43.18,42.718,41.036,B
2018/11/2 05:30,17.94,28.809,29.374,29.0915,36.077,38.984,35674.06,33558.05,37.48607523,69232.11,17,41.74441176,43.13,42.478,41.92,43.021,38.124,42.454,42.632,0.023,41.092,40.434,41.794,42.801,40.919,0,40.728,0.069,40.913,43.337,42.758,41.028,B
2018/11/2 06:00,18.45,28.829,29.452,29.1405,36.096,39.025,35633.864,33908.748,37.52417073,69542.612,17,41.72817647,43.249,42.49,41.838,42.788,38.218,42.503,42.593,0.023,41.019,40.385,41.747,42.826,40.889,0,40.709,0.069,40.867,43.315,42.712,41.139,B
2018/11/2 06:30,18.59,28.89,29.457,29.1735,36.112,39.09,35590.387,33295.527,37.55139557,68885.914,17,41.79564706,43.255,42.452,41.886,43.113,38.25,42.578,42.695,0.022,41.136,40.377,41.902,42.873,40.962,0,40.767,0.068,40.979,43.298,42.805,41.108,B
2018/11/2 07:00,18.27,28.89,29.461,29.1755,36.089,39.089,35824.666,33419.216,37.53689179,69243.882,17,41.90335294,43.398,42.678,42.075,43.141,38.3,42.708,42.696,0.02,41.23,40.533,42.054,42.978,41.09,0,40.841,0.069,41.032,43.492,42.898,41.124,B
2018/11/2 07:30,18.13,28.961,29.538,29.2495,36.193,39.206,35835.574,33504.741,37.64885991,69340.315,17,41.893,43.226,42.702,41.992,43.173,38.204,42.682,42.681,0.024,41.191,40.541,42.034,42.962,41.12,0,40.858,0.068,41.064,43.586,42.909,41.164,B
2018/11/2 08:00,18.4,28.908,29.435,29.1715,36.137,39.201,35773.012,33659.766,37.62237227,69432.778,17,41.98447059,43.256,42.747,42.174,42.947,38.295,42.812,42.887,0.021,41.476,40.674,42.122,43.056,41.208,0,40.901,0.069,41.104,43.701,43.049,41.237,B
2018/11/2 08:30,17.72,28.971,29.537,29.254,36.123,39.289,35730.727,33620.327,37.65782823,69351.054,17,42.01682353,43.201,42.691,42.112,43.325,38.354,42.86,42.892,0.022,41.442,40.718,42.153,43.127,41.205,0,40.977,0.069,41.218,43.576,43.057,41.287,B
2018/11/2 09:00,18.19,28.912,29.454,29.183,36.089,39.177,35741.385,33503.451,37.58309924,69244.836,17,42.03405882,43.223,42.813,42.18,43.295,38.349,42.872,42.86,0.02,41.542,40.729,42.142,43.067,41.194,0,40.954,0.069,41.163,43.662,43.105,41.34,B
2018/11/2 09:30,17.76,28.888,29.386,29.137,36.109,39.114,35666.734,33553.185,37.56562293,69219.919,17,41.99211765,43.144,42.768,42.145,43.144,38.243,42.767,42.9,0.021,41.576,40.691,42.135,43.049,41.188,0,40.888,0.069,41.089,43.643,43.139,41.267,B
2018/11/2 10:00,17.61,28.796,29.273,29.0345,36.002,39.048,35874.703,33369.094,37.46988976,69243.797,17,42.06717647,43.269,42.77,42.285,43.327,38.318,42.866,42.972,0.022,41.546,40.712,42.189,43.131,41.221,0,40.976,0.069,41.241,43.597,43.239,41.392,B
2018/11/2 10:30,18.06,28.808,29.24,29.024,36.039,38.928,36019.608,33691.339,37.43525529,69710.947,17,42.04294118,43.295,42.742,42.256,43.132,38.341,42.848,42.913,0.025,41.451,40.736,42.172,43.116,41.248,0,40.963,0.069,41.24,43.584,43.267,41.332,B
2018/11/2 11:00,18.51,28.953,29.434,29.1935,36.113,39.08,35846.157,33647.977,37.54957518,69494.134,17,42.06541176,43.213,42.675,42.232,43.255,38.338,42.84,42.988,0.021,41.547,40.756,42.193,43.195,41.292,0,41.022,0.069,41.235,43.661,43.234,41.346,B
2018/11/2 11:30,18.95,29.021,29.46,29.2405,36.21,39.167,35572.686,33498.405,37.64409902,69071.091,17,42.01723529,43.168,42.678,42.129,43.128,38.294,42.823,42.923,0.02,41.444,40.744,42.203,43.166,41.208,0,40.96,0.069,41.186,43.62,43.189,41.341,B
2018/11/2 12:00,19.09,29.274,29.775,29.5245,36.393,39.37,35576.429,33288.025,37.83203632,68864.454,17,41.91382353,43.261,42.623,41.965,43.091,38.236,42.725,42.755,0.021,41.42,40.591,42.13,43.011,41.067,0,40.883,0.069,41.048,43.461,42.993,41.185,C
2018/11/2 12:30,18.84,29.491,30.085,29.788,36.619,39.691,35993.364,33683.471,38.10407927,69676.835,17,41.81505882,43.186,42.549,41.961,42.977,38.135,42.622,42.705,0.021,41.33,40.514,41.933,42.903,40.983,0,40.747,0.069,40.989,43.307,42.833,41.092,C
2018/11/2 13:00,18.61,29.535,30.144,29.8395,36.708,39.803,35715.824,33633.617,38.20903653,69349.441,17,41.93041176,43.338,42.71,42.064,43.118,38.25,42.694,42.822,0.021,41.443,40.63,42.115,43.035,41.073,0,40.896,0.069,41.03,43.435,42.947,41.127,C
2018/11/2 13:30,18.76,29.551,30.145,29.848,36.708,39.791,35771.762,33480.269,38.19849303,69252.031,17,41.91770588,43.207,42.69,42.157,43.033,38.244,42.691,42.807,0.022,41.304,40.632,42.047,42.991,41.092,0,40.928,0.069,41.072,43.44,43.009,41.166,C
2018/11/2 14:00,18.7,29.562,30.113,29.8375,36.732,39.798,35785.641,33736.321,38.21981129,69521.962,17,41.91758824,43.145,42.603,42.167,43.048,38.241,42.668,42.823,0.022,41.355,40.565,42.118,43.089,41.119,0,40.86,0.069,41.087,43.444,42.998,41.178,C
2018/11/2 14:30,18.98,29.535,30.129,29.832,36.708,39.738,35818.259,33387.18,38.16978042,69205.439,17,42.01794118,43.325,42.769,42.187,43.153,38.354,42.783,42.91,0.024,41.421,40.7,42.275,43.105,41.19,0,40.989,0.069,41.227,43.521,43.041,41.262,C
2018/11/2 15:00,18.96,29.505,30.055,29.78,36.687,39.743,35984.07,33463.546,38.15954294,69447.616,17,41.98917647,43.256,42.657,42.218,43.218,38.283,42.823,42.845,0.021,41.314,40.624,42.244,43.096,41.163,0,40.922,0.069,41.18,43.516,43.108,41.259,C
2018/11/2 15:30,18.82,29.523,30.069,29.796,36.683,39.71,35870.924,33481.912,38.14436414,69352.836,17,41.92541176,43.17,42.653,42.149,43.16,38.242,42.724,42.779,0.022,41.445,40.624,42.001,43.016,41.08,0,40.838,0.069,41.114,43.487,43.008,41.151,C
2018/11/2 16:00,18.99,29.454,30.018,29.736,36.63,39.714,35647.069,33530.924,38.12483044,69177.993,17,41.92270588,43.316,42.694,42.083,43.202,38.232,42.712,42.827,0.022,41.336,40.598,41.986,42.971,41.092,0,40.896,0.069,41.064,43.477,42.968,41.141,C
2018/11/2 16:30,19.5,29.432,29.978,29.705,36.597,39.668,35661.104,33283.897,38.07955633,68945.001,17,41.96029412,43.389,42.584,42.037,43.111,38.245,42.784,42.804,0.022,41.476,40.75,42.033,43.092,41.174,0,40.866,0.069,41.151,43.518,43.017,41.203,C
2018/11/2 17:00,20.83,29.412,29.975,29.6935,36.556,39.652,35613.358,33608.114,38.05915672,69221.472,17,41.97323529,43.357,42.652,42.257,43.151,38.267,42.742,42.852,0.021,41.417,40.682,42.039,43.069,41.226,0,40.876,0.069,41.108,43.51,43.051,41.199,C
2018/11/2 17:30,21.78,29.454,30.018,29.736,36.622,39.725,35770.845,33681.383,38.12682331,69452.228,17,41.91223529,43.182,42.668,42.256,43.27,38.21,42.742,42.759,0.021,41.413,40.62,42.014,42.961,41.041,0,40.782,0.069,41.023,43.372,42.94,41.165,C
2018/11/2 18:00,22.09,29.454,30.03,29.742,36.628,39.727,35931.813,33858.936,38.13147781,69790.749,17,41.88564706,43.066,42.65,42.142,42.966,38.255,42.712,42.763,0.022,41.357,40.561,42.09,43.02,41.056,0,40.723,0.069,41.039,43.382,43.002,41.181,C
2018/11/2 18:30,22.26,29.466,30.049,29.7575,36.642,39.745,35799.37,33889.198,38.1509732,69688.568,17,41.86364706,43.158,42.64,42.033,42.973,38.232,42.688,42.706,0.02,41.211,40.586,42.017,42.939,41.044,0,40.793,0.068,41.087,43.371,42.934,41.182,C
2018/11/2 19:00,22.3,29.535,30.1,29.8175,36.708,39.822,35775.861,33538.829,38.21475006,69314.69,17,41.78147059,43.117,42.467,42.044,42.999,38.087,42.612,42.655,0.02,41.015,40.442,41.947,42.938,40.992,0,40.668,0.069,40.988,43.298,42.866,41.061,C
2018/11/2 19:30,22.38,29.535,30.021,29.778,36.708,39.781,35746.23,33677.029,38.19870372,69423.259,17,41.70105882,42.926,42.301,41.997,42.903,38.015,42.539,42.541,0.024,41.001,40.373,41.874,42.916,40.892,0,40.659,0.069,40.919,43.154,42.803,41.012,C
2018/11/2 20:00,22.24,29.543,30.064,29.8035,36.763,39.763,35836.156,33750.193,38.21803508,69586.349,17,41.71423529,43.08,42.326,41.908,42.901,37.995,42.571,42.619,0.022,40.817,40.379,41.915,42.912,40.96,0,40.61,0.069,40.905,43.281,42.852,41.02,C
2018/11/2 20:30,22.15,29.462,29.977,29.7195,36.718,39.666,35539.212,33617.465,38.15104003,69156.677,17,42.00688235,43.283,42.735,42.278,43.248,38.19,42.87,42.823,0.021,41.375,40.635,42.206,43.14,41.221,0,40.927,0.068,41.179,43.535,43.078,41.305,C
2018/11/2 21:00,22.2,29.413,29.899,29.656,36.648,39.595,35776.7,33857.572,38.08089018,69634.272,17,42.09535294,43.481,42.755,42.294,43.324,38.292,42.911,42.96,0.022,41.587,40.737,42.232,43.291,41.314,0,40.967,0.068,41.237,43.631,43.158,41.36,C
2018/11/2 21:30,22.16,29.327,29.816,29.5715,36.546,39.504,35714.062,33487.76,37.97741887,69201.822,17,42.20141176,43.547,42.938,42.491,43.391,38.42,42.972,43.013,0.021,41.679,40.83,42.342,43.344,41.402,0,41.031,0.066,41.364,43.791,43.286,41.496,C
2018/11/2 22:00,22.12,29.271,29.74,29.5055,36.477,39.459,35502.754,33890.037,37.93334855,69392.791,17,42.19005882,43.563,42.793,42.235,43.442,38.376,43.045,43.05,0.021,41.699,40.838,42.349,43.311,41.333,0,41.079,0.069,41.372,43.823,43.335,41.498,C
2018/11/2 22:30,22.18,29.177,29.607,29.392,36.396,39.357,35644.904,33635.713,37.83356437,69280.617,17,42.24982353,43.715,42.939,42.287,43.471,38.469,43.046,43.117,0.02,41.595,40.895,42.461,43.378,41.457,0,41.123,0.069,41.404,43.812,43.408,41.581,B
2018/11/2 23:00,22.35,29.197,29.571,29.384,36.383,39.306,35528.329,33946.039,37.8112141,69474.368,17,42.30370588,43.763,42.952,42.433,43.459,38.393,43.189,43.213,0.021,41.691,40.924,42.504,43.43,41.521,0,41.225,0.069,41.456,43.875,43.421,41.624,B
